               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.035885,            0.043254,           0.0037416,             0.75143,             0.50029,             0.56848,             0.37723,            0.037545,            0.046864,            0.007114,             0.00307,             0.00307,             0.00307
                  37,            0.035523,            0.043398,           0.0037013,             0.68383,             0.51858,             0.55644,             0.36913,            0.037535,            0.046871,           0.0073005,            0.002872,            0.002872,            0.002872
                  38,              0.0353,            0.043139,           0.0036979,             0.72288,             0.50525,               0.562,             0.37117,            0.037685,            0.047545,           0.0072715,            0.002674,            0.002674,            0.002674
                  39,            0.035277,             0.04266,           0.0036383,             0.72311,              0.4996,             0.56019,              0.3749,            0.037372,            0.046729,            0.007181,            0.002476,            0.002476,            0.002476
                  40,            0.035197,            0.042942,           0.0035156,             0.69972,             0.52826,             0.56135,             0.37492,            0.037313,            0.046684,           0.0075464,            0.002278,            0.002278,            0.002278
                  41,            0.035133,            0.042483,           0.0033521,             0.68667,             0.52271,              0.5635,             0.37399,             0.03737,            0.046836,           0.0073096,             0.00208,             0.00208,             0.00208
                  42,            0.034953,            0.043286,            0.003402,             0.70947,             0.51315,             0.56565,             0.37702,            0.037176,            0.046731,           0.0072394,            0.001882,            0.001882,            0.001882
                  43,            0.034894,             0.04273,           0.0033136,              0.7119,             0.50628,             0.55932,              0.3693,            0.037288,            0.046933,           0.0074771,            0.001684,            0.001684,            0.001684
                  44,            0.034794,             0.04267,           0.0033054,             0.69327,             0.52344,               0.555,             0.37133,              0.0371,            0.046849,           0.0078024,            0.001486,            0.001486,            0.001486
                  45,            0.034721,            0.042211,           0.0032721,              0.7337,             0.49809,             0.56044,             0.37353,            0.037183,            0.046845,           0.0078025,            0.001288,            0.001288,            0.001288
                  46,            0.034481,            0.042086,           0.0031781,             0.69691,             0.51737,             0.55595,             0.37293,            0.037184,            0.046965,           0.0075778,             0.00109,             0.00109,             0.00109
                  47,            0.034523,            0.042354,           0.0031421,             0.69279,             0.53805,             0.56273,             0.37519,             0.03709,            0.046738,           0.0076117,            0.000892,            0.000892,            0.000892
                  48,            0.034305,            0.041615,           0.0030508,             0.69664,             0.52648,             0.55942,             0.37556,            0.037048,            0.046698,           0.0076722,            0.000694,            0.000694,            0.000694
                  49,            0.034247,            0.042288,           0.0030377,             0.73647,             0.50256,             0.56018,             0.37669,            0.037009,            0.046662,           0.0076514,            0.000496,            0.000496,            0.000496
