arm,slice,class,metric,value,n_images,n_instances,reportable,timestamp
base_10,benign,all,mAP50-95,0.26539,7322,81428,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,all,mAP50,0.43884,7322,81428,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,all,mAP75,0.26253,7322,81428,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,car,mAP50-95,0.43352,7322,76550,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,car,mAP50,0.741,7322,76550,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,car,mAP75,0.42237,7322,76550,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,truck,mAP50-95,0.32024,7322,2854,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,truck,mAP50,0.45598,7322,2854,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,truck,mAP75,0.35308,7322,2854,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,bus,mAP50-95,0.33447,7322,1086,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,bus,mAP50,0.44645,7322,1086,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,bus,mAP75,0.37826,7322,1086,True,2026-09-13T08:30:20.604345+00:00
base_10,benign,motor,mAP50-95,0.10389,7322,337,False,2026-09-13T08:30:20.604345+00:00
base_10,benign,motor,mAP50,0.23502,7322,337,False,2026-09-13T08:30:20.604345+00:00
base_10,benign,motor,mAP75,0.06783,7322,337,False,2026-09-13T08:30:20.604345+00:00
base_10,benign,bike,mAP50-95,0.13484,7322,601,False,2026-09-13T08:30:20.604345+00:00
base_10,benign,bike,mAP50,0.31577,7322,601,False,2026-09-13T08:30:20.604345+00:00
base_10,benign,bike,mAP75,0.0911,7322,601,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,all,mAP50-95,0.26051,5345,56667,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,all,mAP50,0.43007,5345,56667,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,all,mAP75,0.25955,5345,56667,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,car,mAP50-95,0.42101,5345,53654,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,car,mAP50,0.73415,5345,53654,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,car,mAP75,0.40475,5345,53654,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,truck,mAP50-95,0.31432,5345,1740,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,truck,mAP50,0.4456,5345,1740,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,truck,mAP75,0.35228,5345,1740,True,2026-09-13T08:30:20.604345+00:00
base_10,clear,bus,mAP50-95,0.34106,5345,682,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,bus,mAP50,0.45311,5345,682,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,bus,mAP75,0.38716,5345,682,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,motor,mAP50-95,0.09727,5345,200,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,motor,mAP50,0.22548,5345,200,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,motor,mAP75,0.0596,5345,200,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,bike,mAP50-95,0.12887,5345,391,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,bike,mAP50,0.29202,5345,391,False,2026-09-13T08:30:20.604345+00:00
base_10,clear,bike,mAP75,0.09398,5345,391,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,all,mAP50-95,0.27528,714,8512,True,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,all,mAP50,0.4556,714,8512,True,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,all,mAP75,0.26705,714,8512,True,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,car,mAP50-95,0.45171,714,7964,True,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,car,mAP50,0.74477,714,7964,True,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,car,mAP75,0.45277,714,7964,True,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,truck,mAP50-95,0.33659,714,340,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,truck,mAP50,0.4796,714,340,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,truck,mAP75,0.37032,714,340,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,bus,mAP50-95,0.37545,714,127,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,bus,mAP50,0.50251,714,127,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,bus,mAP75,0.42723,714,127,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,motor,mAP50-95,0.05392,714,22,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,motor,mAP50,0.16042,714,22,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,motor,mAP75,0.01296,714,22,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,bike,mAP50-95,0.15872,714,59,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,bike,mAP50,0.39071,714,59,False,2026-09-13T08:30:20.604345+00:00
base_10,dawndusk,bike,mAP75,0.072,714,59,False,2026-09-13T08:30:20.604345+00:00
base_10,day,all,mAP50-95,0.26629,4264,51930,True,2026-09-13T08:30:20.604345+00:00
base_10,day,all,mAP50,0.43482,4264,51930,True,2026-09-13T08:30:20.604345+00:00
base_10,day,all,mAP75,0.26425,4264,51930,True,2026-09-13T08:30:20.604345+00:00
base_10,day,car,mAP50-95,0.4582,4264,47715,True,2026-09-13T08:30:20.604345+00:00
base_10,day,car,mAP50,0.75151,4264,47715,True,2026-09-13T08:30:20.604345+00:00
base_10,day,car,mAP75,0.45712,4264,47715,True,2026-09-13T08:30:20.604345+00:00
base_10,day,truck,mAP50-95,0.32249,4264,2532,True,2026-09-13T08:30:20.604345+00:00
base_10,day,truck,mAP50,0.46019,4264,2532,True,2026-09-13T08:30:20.604345+00:00
base_10,day,truck,mAP75,0.35486,4264,2532,True,2026-09-13T08:30:20.604345+00:00
base_10,day,bus,mAP50-95,0.30868,4264,927,True,2026-09-13T08:30:20.604345+00:00
base_10,day,bus,mAP50,0.41883,4264,927,True,2026-09-13T08:30:20.604345+00:00
base_10,day,bus,mAP75,0.34252,4264,927,True,2026-09-13T08:30:20.604345+00:00
base_10,day,motor,mAP50-95,0.11973,4264,262,False,2026-09-13T08:30:20.604345+00:00
base_10,day,motor,mAP50,0.26279,4264,262,False,2026-09-13T08:30:20.604345+00:00
base_10,day,motor,mAP75,0.08133,4264,262,False,2026-09-13T08:30:20.604345+00:00
base_10,day,bike,mAP50-95,0.12233,4264,494,False,2026-09-13T08:30:20.604345+00:00
base_10,day,bike,mAP50,0.28078,4264,494,False,2026-09-13T08:30:20.604345+00:00
base_10,day,bike,mAP75,0.08543,4264,494,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,all,mAP50-95,0.26947,823,9252,True,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,all,mAP50,0.43846,823,9252,True,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,all,mAP75,0.28142,823,9252,True,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,car,mAP50-95,0.46128,823,8401,True,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,car,mAP50,0.75616,823,8401,True,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,car,mAP75,0.46072,823,8401,True,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,truck,mAP50-95,0.35622,823,540,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,truck,mAP50,0.51151,823,540,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,truck,mAP75,0.39679,823,540,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,bus,mAP50-95,0.26905,823,194,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,bus,mAP50,0.3837,823,194,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,bus,mAP75,0.2885,823,194,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,motor,mAP50-95,0.14582,823,23,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,motor,mAP50,0.27922,823,23,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,motor,mAP75,0.19095,823,23,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,bike,mAP50-95,0.115,823,94,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,bike,mAP50,0.26172,823,94,False,2026-09-13T08:30:20.604345+00:00
base_10,day_adverse,bike,mAP75,0.07014,823,94,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,all,mAP50-95,0.26073,1764,21352,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,all,mAP50,0.41837,1764,21352,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,all,mAP75,0.26161,1764,21352,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,car,mAP50-95,0.45262,1764,19633,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,car,mAP50,0.74434,1764,19633,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,car,mAP75,0.45003,1764,19633,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,truck,mAP50-95,0.31131,1764,1021,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,truck,mAP50,0.43666,1764,1021,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,truck,mAP75,0.34641,1764,1021,True,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,bus,mAP50-95,0.32237,1764,380,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,bus,mAP50,0.42666,1764,380,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,bus,mAP75,0.36196,1764,380,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,motor,mAP50-95,0.1176,1764,111,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,motor,mAP50,0.26656,1764,111,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,motor,mAP75,0.06628,1764,111,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,bike,mAP50-95,0.09976,1764,207,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,bike,mAP50,0.21761,1764,207,False,2026-09-13T08:30:20.604345+00:00
base_10,day_clear,bike,mAP75,0.08336,1764,207,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,all,mAP50-95,0.28408,396,4356,True,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,all,mAP50,0.46563,396,4356,True,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,all,mAP75,0.29622,396,4356,True,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,car,mAP50-95,0.46986,396,3930,True,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,car,mAP50,0.76643,396,3930,True,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,car,mAP75,0.46992,396,3930,True,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,truck,mAP50-95,0.36212,396,272,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,truck,mAP50,0.52497,396,272,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,truck,mAP75,0.39373,396,272,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,bus,mAP50-95,0.26962,396,97,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,bus,mAP50,0.39344,396,97,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,bus,mAP75,0.29987,396,97,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,motor,mAP50-95,0.18159,396,16,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,motor,mAP50,0.34006,396,16,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,motor,mAP75,0.2161,396,16,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,bike,mAP50-95,0.1372,396,41,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,bike,mAP50,0.30327,396,41,False,2026-09-13T08:30:20.604345+00:00
base_10,day_rainy,bike,mAP75,0.10149,396,41,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,all,mAP50-95,0.25518,422,4842,True,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,all,mAP50,0.40922,422,4842,True,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,all,mAP75,0.26759,422,4842,True,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,car,mAP50-95,0.4547,422,4421,True,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,car,mAP50,0.7471,422,4421,True,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,car,mAP75,0.45374,422,4421,True,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,truck,mAP50-95,0.35774,422,264,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,truck,mAP50,0.50703,422,264,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,truck,mAP75,0.40821,422,264,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,bus,mAP50-95,0.27206,422,97,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,bus,mAP50,0.37968,422,97,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,bus,mAP75,0.28017,422,97,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,motor,mAP50-95,0.09521,422,7,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,motor,mAP50,0.18647,422,7,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,motor,mAP75,0.14851,422,7,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,bike,mAP50-95,0.09619,422,53,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,bike,mAP50,0.22581,422,53,False,2026-09-13T08:30:20.604345+00:00
base_10,day_snowy,bike,mAP75,0.0473,422,53,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,all,mAP50-95,0.25106,13,144,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,all,mAP50,0.63957,13,144,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,all,mAP75,0.19998,13,144,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,car,mAP50-95,0.40652,13,138,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,car,mAP50,0.6998,13,138,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,car,mAP75,0.39203,13,138,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,truck,mAP50-95,0.14664,13,5,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,truck,mAP50,0.21892,13,5,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,truck,mAP75,0.20792,13,5,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,bus,mAP50-95,,13,0,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,bus,mAP50,,13,0,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,bus,mAP75,,13,0,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,motor,mAP50-95,0.2,13,1,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,motor,mAP50,1.0,13,1,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,motor,mAP75,0.0,13,1,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,bike,mAP50-95,,13,0,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,bike,mAP50,,13,0,False,2026-09-13T08:30:20.604345+00:00
base_10,foggy,bike,mAP75,,13,0,False,2026-09-13T08:30:20.604345+00:00
base_10,night,all,mAP50-95,0.26509,3863,36751,True,2026-09-13T08:30:20.604345+00:00
base_10,night,all,mAP50,0.44231,3863,36751,True,2026-09-13T08:30:20.604345+00:00
base_10,night,all,mAP75,0.26611,3863,36751,True,2026-09-13T08:30:20.604345+00:00
base_10,night,car,mAP50-95,0.39915,3863,35439,True,2026-09-13T08:30:20.604345+00:00
base_10,night,car,mAP50,0.72604,3863,35439,True,2026-09-13T08:30:20.604345+00:00
base_10,night,car,mAP75,0.37422,3863,35439,True,2026-09-13T08:30:20.604345+00:00
base_10,night,truck,mAP50-95,0.32328,3863,736,False,2026-09-13T08:30:20.604345+00:00
base_10,night,truck,mAP50,0.4676,3863,736,False,2026-09-13T08:30:20.604345+00:00
base_10,night,truck,mAP75,0.36252,3863,736,False,2026-09-13T08:30:20.604345+00:00
base_10,night,bus,mAP50-95,0.36504,3863,297,False,2026-09-13T08:30:20.604345+00:00
base_10,night,bus,mAP50,0.47924,3863,297,False,2026-09-13T08:30:20.604345+00:00
base_10,night,bus,mAP75,0.42261,3863,297,False,2026-09-13T08:30:20.604345+00:00
base_10,night,motor,mAP50-95,0.09215,3863,93,False,2026-09-13T08:30:20.604345+00:00
base_10,night,motor,mAP50,0.20453,3863,93,False,2026-09-13T08:30:20.604345+00:00
base_10,night,motor,mAP75,0.07785,3863,93,False,2026-09-13T08:30:20.604345+00:00
base_10,night,bike,mAP50-95,0.14584,3863,186,False,2026-09-13T08:30:20.604345+00:00
base_10,night,bike,mAP50,0.33416,3863,186,False,2026-09-13T08:30:20.604345+00:00
base_10,night,bike,mAP75,0.09336,3863,186,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,all,mAP50-95,0.28131,566,4986,True,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,all,mAP50,0.44619,566,4986,True,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,all,mAP75,0.28038,566,4986,True,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,car,mAP50-95,0.409,566,4743,True,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,car,mAP50,0.72449,566,4743,True,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,car,mAP75,0.39474,566,4743,True,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,truck,mAP50-95,0.29405,566,156,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,truck,mAP50,0.43955,566,156,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,truck,mAP75,0.325,566,156,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,bus,mAP50-95,0.44626,566,41,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,bus,mAP50,0.56752,566,41,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,bus,mAP75,0.51711,566,41,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,motor,mAP50-95,0.163,566,12,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,motor,mAP50,0.28659,566,12,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,motor,mAP75,0.11386,566,12,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,bike,mAP50-95,0.09424,566,34,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,bike,mAP50,0.21279,566,34,False,2026-09-13T08:30:20.604345+00:00
base_10,night_adverse,bike,mAP75,0.05118,566,34,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,all,mAP50-95,0.26303,3274,31550,True,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,all,mAP50,0.44421,3274,31550,True,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,all,mAP75,0.26338,3274,31550,True,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,car,mAP50-95,0.3972,3274,30489,True,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,car,mAP50,0.72619,3274,30489,True,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,car,mAP75,0.3701,3274,30489,True,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,truck,mAP50-95,0.33023,3274,577,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,truck,mAP50,0.47468,3274,577,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,truck,mAP75,0.37044,3274,577,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,bus,mAP50-95,0.34541,3274,251,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,bus,mAP50,0.4578,3274,251,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,bus,mAP75,0.39992,3274,251,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,motor,mAP50-95,0.0841,3274,81,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,motor,mAP50,0.19526,3274,81,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,motor,mAP75,0.0756,3274,81,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,bike,mAP50-95,0.15818,3274,152,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,bike,mAP50,0.36715,3274,152,False,2026-09-13T08:30:20.604345+00:00
base_10,night_clear,bike,mAP75,0.10086,3274,152,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,all,mAP50-95,0.33098,286,2535,True,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,all,mAP50,0.50773,286,2535,True,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,all,mAP75,0.34242,286,2535,True,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,car,mAP50-95,0.40383,286,2416,True,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,car,mAP50,0.707,286,2416,True,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,car,mAP75,0.39625,286,2416,True,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,truck,mAP50-95,0.34539,286,72,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,truck,mAP50,0.50871,286,72,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,truck,mAP75,0.3934,286,72,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,bus,mAP50-95,0.54781,286,22,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,bus,mAP50,0.69651,286,22,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,bus,mAP75,0.59621,286,22,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,motor,mAP50-95,0.18323,286,10,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,motor,mAP50,0.31962,286,10,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,motor,mAP75,0.14109,286,10,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,bike,mAP50-95,0.17462,286,15,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,bike,mAP50,0.30682,286,15,False,2026-09-13T08:30:20.604345+00:00
base_10,night_rainy,bike,mAP75,0.18515,286,15,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,all,mAP50-95,0.23177,273,2374,True,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,all,mAP50,0.37623,273,2374,True,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,all,mAP75,0.22287,273,2374,True,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,car,mAP50-95,0.41701,273,2251,True,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,car,mAP50,0.74866,273,2251,True,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,car,mAP75,0.39491,273,2251,True,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,truck,mAP50-95,0.25638,273,83,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,truck,mAP50,0.38521,273,83,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,truck,mAP75,0.27169,273,83,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,bus,mAP50-95,0.35058,273,19,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,bus,mAP50,0.44316,273,19,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,bus,mAP75,0.44012,273,19,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,motor,mAP50-95,0.08416,273,2,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,motor,mAP50,0.16832,273,2,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,motor,mAP75,0.0,273,2,False,2026-09-13T08:30:20.604345+00:00
base_10,night_snowy,bike,mAP50-95,0.05074,273,19,False,2026-09-13T08:30:20.604345+00:00
